"Twilight","Rise","Deleted","Marker","Inserted","Twilight3","Marker3"
2010-10-27 00:21:51,FALSE,FALSE,0,FALSE,2010-10-27 00:21:51,0
2010-10-27 12:15:19,TRUE,FALSE,0,FALSE,2010-10-27 12:15:19,0
2010-10-28 00:13:57,FALSE,FALSE,0,FALSE,2010-10-28 00:13:57,0
2010-10-28 12:17:08,TRUE,FALSE,0,FALSE,2010-10-28 12:17:08,0
2010-10-30 00:03:40,FALSE,FALSE,0,FALSE,2010-10-30 00:03:40,0
2010-10-30 12:21:46,TRUE,FALSE,0,FALSE,2010-10-30 12:21:46,0
2010-10-31 00:12:57,FALSE,FALSE,0,FALSE,2010-10-31 00:12:57,0
2010-10-31 12:15:35,TRUE,FALSE,0,FALSE,2010-10-31 12:15:35,0
2010-11-01 00:13:24,FALSE,FALSE,0,FALSE,2010-11-01 00:13:24,0
2010-11-01 12:11:46,TRUE,FALSE,0,FALSE,2010-11-01 12:11:46,0
2010-11-02 00:11:51,FALSE,FALSE,0,FALSE,2010-11-02 00:11:51,0
2010-11-02 12:14:45,TRUE,FALSE,0,FALSE,2010-11-02 12:14:45,0
2010-11-03 23:53:50,FALSE,FALSE,0,FALSE,2010-11-03 23:53:50,0
2010-11-04 12:15:35,TRUE,FALSE,0,FALSE,2010-11-04 12:15:35,0
2010-11-05 00:09:50,FALSE,FALSE,0,FALSE,2010-11-05 00:09:50,0
2010-11-05 12:08:13,TRUE,FALSE,0,FALSE,2010-11-05 12:08:13,0
2010-11-06 00:07:13,FALSE,FALSE,0,FALSE,2010-11-06 00:07:13,0
2010-11-06 12:15:35,TRUE,FALSE,0,FALSE,2010-11-06 12:15:35,0
2010-11-07 00:07:13,FALSE,FALSE,0,FALSE,2010-11-07 00:07:13,0
2010-11-07 12:17:09,TRUE,FALSE,0,FALSE,2010-11-07 12:17:09,0
2010-11-08 00:03:24,FALSE,FALSE,0,FALSE,2010-11-08 00:03:24,0
2010-11-08 12:11:44,TRUE,FALSE,0,FALSE,2010-11-08 07:55:12,0
2010-11-09 00:03:40,FALSE,FALSE,0,FALSE,2010-11-09 00:03:40,0
2010-11-09 12:11:46,TRUE,FALSE,0,FALSE,2010-11-09 12:11:46,0
2010-11-10 00:01:51,FALSE,FALSE,0,FALSE,2010-11-10 00:01:51,0
2010-11-10 12:15:19,TRUE,FALSE,0,FALSE,2010-11-10 12:15:19,0
2010-11-11 00:02:57,FALSE,FALSE,0,FALSE,2010-11-11 00:02:57,0
2010-11-11 12:21:46,TRUE,FALSE,0,FALSE,2010-11-11 12:21:46,0
2010-11-12 00:02:57,FALSE,FALSE,0,FALSE,2010-11-12 00:02:57,0
2010-11-12 12:15:02,TRUE,FALSE,0,FALSE,2010-11-12 12:15:02,0
2010-11-13 00:03:24,FALSE,FALSE,0,FALSE,2010-11-13 00:03:24,0
2010-11-13 12:15:02,TRUE,FALSE,0,FALSE,2010-11-13 12:15:02,0
2010-11-14 00:07:13,FALSE,FALSE,0,FALSE,2010-11-14 00:07:13,0
2010-11-14 12:14:58,TRUE,FALSE,0,FALSE,2010-11-14 12:14:58,0
2010-11-15 00:03:50,FALSE,FALSE,0,FALSE,2010-11-15 00:03:50,0
2010-11-15 12:11:46,TRUE,FALSE,0,FALSE,2010-11-15 12:11:46,0
2010-11-16 00:11:51,FALSE,FALSE,0,FALSE,2010-11-16 00:11:51,0
2010-11-16 12:15:35,TRUE,FALSE,0,FALSE,2010-11-16 12:15:35,0
2010-11-17 00:02:57,FALSE,FALSE,0,FALSE,2010-11-17 00:02:57,0
2010-11-17 12:15:35,TRUE,FALSE,0,FALSE,2010-11-17 12:15:35,0
2010-11-18 00:03:24,FALSE,FALSE,0,FALSE,2010-11-18 00:03:24,0
2010-11-18 12:16:02,TRUE,FALSE,0,FALSE,2010-11-18 12:16:02,0
2010-11-19 00:01:32,FALSE,FALSE,0,FALSE,2010-11-19 03:10:46,0
2010-11-19 12:25:02,TRUE,FALSE,0,FALSE,2010-11-19 12:25:02,0
2010-11-20 00:01:51,FALSE,FALSE,0,FALSE,2010-11-20 00:01:51,0
2010-11-20 12:25:35,TRUE,FALSE,0,FALSE,2010-11-20 12:25:35,0
2010-11-21 00:01:51,FALSE,FALSE,0,FALSE,2010-11-21 00:01:51,0
2010-11-21 12:16:11,TRUE,FALSE,0,FALSE,2010-11-21 12:16:11,0
2010-11-22 00:03:24,FALSE,FALSE,0,FALSE,2010-11-22 00:03:24,0
2010-11-22 12:15:09,TRUE,FALSE,0,FALSE,2010-11-22 12:15:09,0
2010-11-23 00:11:51,FALSE,FALSE,0,FALSE,2010-11-23 00:11:51,0
2010-11-23 12:21:46,TRUE,FALSE,0,FALSE,2010-11-23 12:21:46,0
2010-11-24 00:11:51,FALSE,FALSE,0,FALSE,2010-11-24 00:11:51,0
2010-11-24 12:20:16,TRUE,FALSE,0,FALSE,2010-11-24 12:20:16,0
2010-11-25 00:11:51,FALSE,FALSE,0,FALSE,2010-11-25 00:11:51,0
2010-11-25 12:16:02,TRUE,FALSE,0,FALSE,2010-11-25 12:16:02,0
2010-11-26 00:11:51,FALSE,FALSE,0,FALSE,2010-11-26 00:11:51,0
2010-11-26 12:19:09,TRUE,FALSE,0,FALSE,2010-11-26 12:19:09,0
2010-11-26 23:57:13,FALSE,FALSE,0,FALSE,2010-11-26 23:57:13,0
2010-11-27 12:25:02,TRUE,FALSE,0,FALSE,2010-11-27 12:25:02,0
2010-11-28 00:02:57,FALSE,FALSE,0,FALSE,2010-11-28 00:02:57,0
2010-11-28 12:25:02,TRUE,FALSE,0,FALSE,2010-11-28 12:25:02,0
2010-11-29 00:04:01,FALSE,FALSE,0,FALSE,2010-11-29 00:04:01,0
2010-11-29 12:21:46,TRUE,FALSE,0,FALSE,2010-11-29 12:21:46,0
2010-11-30 00:11:51,FALSE,FALSE,0,FALSE,2010-11-30 00:11:51,0
2010-11-30 12:21:46,TRUE,FALSE,0,FALSE,2010-11-30 12:21:46,0
2010-12-01 00:00:46,FALSE,FALSE,0,FALSE,2010-12-01 00:00:46,0
2010-12-01 12:31:46,TRUE,FALSE,0,FALSE,2010-12-01 12:31:46,0
2010-12-01 23:53:40,FALSE,FALSE,0,FALSE,2010-12-01 23:53:40,0
2010-12-02 12:25:19,TRUE,FALSE,0,FALSE,2010-12-02 12:25:19,0
2010-12-03 00:03:57,FALSE,FALSE,0,FALSE,2010-12-03 00:03:57,0
2010-12-03 12:28:13,TRUE,FALSE,0,FALSE,2010-12-03 12:28:13,0
2010-12-04 00:03:24,FALSE,FALSE,0,FALSE,2010-12-04 00:03:24,0
2010-12-04 12:25:35,TRUE,FALSE,0,FALSE,2010-12-04 12:25:35,0
2010-12-05 00:08:43,FALSE,FALSE,0,FALSE,2010-12-05 00:08:43,0
2010-12-05 12:26:02,TRUE,FALSE,0,FALSE,2010-12-05 12:26:02,0
2010-12-06 00:07:13,FALSE,FALSE,0,FALSE,2010-12-06 00:07:13,0
2010-12-06 12:29:09,TRUE,FALSE,0,FALSE,2010-12-06 12:29:09,0
2010-12-07 00:07:13,FALSE,FALSE,0,FALSE,2010-12-07 00:07:13,0
2010-12-07 12:24:58,TRUE,FALSE,0,FALSE,2010-12-07 12:24:58,0
2010-12-08 00:09:50,FALSE,FALSE,0,FALSE,2010-12-08 00:09:50,0
2010-12-08 12:28:13,TRUE,FALSE,0,FALSE,2010-12-08 12:28:13,0
2010-12-09 00:09:50,FALSE,FALSE,0,FALSE,2010-12-09 00:09:50,0
2010-12-09 12:29:09,TRUE,FALSE,0,FALSE,2010-12-09 12:29:09,0
2010-12-10 00:10:46,FALSE,FALSE,0,FALSE,2010-12-10 00:10:46,0
2010-12-10 12:30:16,TRUE,FALSE,0,FALSE,2010-12-10 12:30:16,0
2010-12-11 00:08:43,FALSE,FALSE,0,FALSE,2010-12-11 00:08:43,0
2010-12-11 12:30:16,TRUE,FALSE,0,FALSE,2010-12-11 12:30:16,0
2010-12-12 00:08:43,FALSE,FALSE,0,FALSE,2010-12-12 00:08:43,0
2010-12-12 12:29:09,TRUE,FALSE,0,FALSE,2010-12-12 12:29:09,0
2010-12-13 00:10:46,FALSE,FALSE,0,FALSE,2010-12-13 00:10:46,0
2010-12-13 12:41:46,TRUE,FALSE,0,FALSE,2010-12-13 12:41:46,0
2010-12-14 00:07:13,FALSE,FALSE,0,FALSE,2010-12-14 00:07:13,0
2010-12-14 12:40:16,TRUE,FALSE,0,FALSE,2010-12-14 12:40:16,0
2010-12-15 00:07:13,FALSE,FALSE,0,FALSE,2010-12-15 00:07:13,0
2010-12-15 12:35:09,TRUE,FALSE,0,FALSE,2010-12-15 12:35:09,0
2010-12-16 00:08:43,FALSE,FALSE,0,FALSE,2010-12-16 00:08:43,0
2010-12-16 12:31:46,TRUE,FALSE,0,FALSE,2010-12-16 12:31:46,0
2010-12-17 00:08:43,FALSE,FALSE,0,FALSE,2010-12-17 00:08:43,0
2010-12-17 12:35:35,TRUE,FALSE,0,FALSE,2010-12-17 12:35:35,0
2010-12-18 00:13:24,FALSE,FALSE,0,FALSE,2010-12-18 00:13:24,0
2010-12-18 12:37:08,TRUE,FALSE,0,FALSE,2010-12-18 12:37:08,0
2010-12-19 00:07:13,FALSE,FALSE,0,FALSE,2010-12-19 00:07:13,0
2010-12-19 12:37:08,TRUE,FALSE,0,FALSE,2010-12-19 12:37:08,0
2010-12-20 00:07:13,FALSE,FALSE,0,FALSE,2010-12-20 00:07:13,0
2010-12-20 12:39:09,TRUE,FALSE,0,FALSE,2010-12-20 12:39:09,0
2010-12-21 00:09:50,FALSE,FALSE,0,FALSE,2010-12-21 00:09:50,0
2010-12-21 12:36:02,TRUE,FALSE,0,FALSE,2010-12-21 12:36:02,0
2010-12-22 00:13:40,FALSE,FALSE,0,FALSE,2010-12-22 00:13:40,0
2010-12-22 12:36:02,TRUE,FALSE,0,FALSE,2010-12-22 12:36:02,0
2010-12-23 00:14:13,FALSE,FALSE,0,FALSE,2010-12-23 00:14:13,0
2010-12-23 12:35:35,TRUE,FALSE,0,FALSE,2010-12-23 12:35:35,0
2010-12-24 00:14:05,FALSE,FALSE,0,FALSE,2010-12-24 00:14:05,0
2010-12-24 12:37:09,TRUE,FALSE,0,FALSE,2010-12-24 12:37:09,0
2010-12-25 00:17:13,FALSE,FALSE,0,FALSE,2010-12-25 00:17:13,0
2010-12-25 12:46:02,TRUE,FALSE,0,FALSE,2010-12-25 12:46:02,0
2010-12-26 00:07:13,FALSE,FALSE,0,FALSE,2010-12-26 00:07:13,0
2010-12-26 12:40:16,TRUE,FALSE,0,FALSE,2010-12-26 12:40:16,0
2010-12-27 00:07:13,FALSE,FALSE,0,FALSE,2010-12-27 00:07:13,0
2010-12-27 12:45:09,TRUE,FALSE,0,FALSE,2010-12-27 12:45:09,0
2010-12-28 00:10:46,FALSE,FALSE,0,FALSE,2010-12-28 00:10:46,0
2010-12-28 12:45:35,TRUE,FALSE,0,FALSE,2010-12-28 12:45:35,0
2010-12-29 00:08:43,FALSE,FALSE,0,FALSE,2010-12-29 00:08:43,0
2010-12-29 12:40:16,TRUE,FALSE,0,FALSE,2010-12-29 12:40:16,0
2010-12-30 00:17:13,FALSE,FALSE,0,FALSE,2010-12-30 00:17:13,0
2010-12-30 12:38:13,TRUE,FALSE,0,FALSE,2010-12-30 12:38:13,0
2010-12-31 00:21:51,FALSE,FALSE,0,FALSE,2010-12-31 00:21:51,0
2010-12-31 12:44:58,TRUE,FALSE,0,FALSE,2010-12-31 12:44:58,0
2011-01-01 00:21:51,FALSE,FALSE,0,FALSE,2011-01-01 00:21:51,0
2011-01-01 12:38:13,TRUE,FALSE,0,FALSE,2011-01-01 12:38:13,0
2011-01-02 00:18:43,FALSE,FALSE,0,FALSE,2011-01-02 00:18:43,0
2011-01-02 12:45:35,TRUE,FALSE,0,FALSE,2011-01-02 12:45:35,0
